SKU;Quantidade;ID_Loja;Data da Venda;ID_FormaPagamento;ID_Cliente
HL1023;5;10;05/01/2020;2;788
HL1010;1;3;05/01/2020;5;157
HL1009;1;9;05/01/2020;3;124
HL1009;1;12;05/01/2020;2;443
HL1013;5;1;05/01/2020;4;772
HL1003;1;4;05/01/2020;1;274
HL1008;4;14;05/01/2020;5;768
HL1006;1;14;05/01/2020;4;364
HL1006;2;7;05/01/2020;2;403
HL1010;4;7;05/01/2020;2;37
HL1024;3;14;05/01/2020;3;231
HL1010;3;9;05/01/2020;5;517
HL1017;5;1;05/01/2020;2;519
HL1006;2;11;05/01/2020;1;543
HL1004;4;9;05/01/2020;3;171
HL1014;5;13;05/01/2020;4;206
HL1006;1;9;05/01/2020;2;542
HL1021;2;16;05/01/2020;1;178
HL1021;5;11;05/01/2020;3;622
HL1020;4;17;05/01/2020;4;63
HL1015;2;8;05/01/2020;2;366
HL1023;2;17;05/01/2020;3;334
HL1018;3;8;05/01/2020;2;677
HL1015;3;6;05/01/2020;3;612
HL1012;1;11;05/01/2020;1;302
HL1022;3;6;05/01/2020;5;252
HL1021;4;13;05/01/2020;4;573
HL1006;5;6;05/01/2020;3;498
HL1021;3;4;05/01/2020;1;408
HL1003;4;6;05/01/2020;1;277
HL1014;4;12;05/01/2020;2;129
HL1022;1;8;05/01/2020;5;539
HL1024;3;14;06/01/2020;4;741
HL1023;2;5;06/01/2020;1;763
HL1010;2;1;06/01/2020;2;509
HL1019;5;9;06/01/2020;3;771
HL1015;5;15;06/01/2020;1;751
HL1002;1;7;06/01/2020;4;285
HL1006;5;4;06/01/2020;5;380
HL1014;4;10;06/01/2020;5;429
HL1019;3;2;06/01/2020;3;252
HL1001;3;6;06/01/2020;4;35
HL1004;3;5;06/01/2020;4;224
HL1017;2;17;06/01/2020;2;246
HL1012;4;13;06/01/2020;1;278
HL1010;5;6;06/01/2020;3;710
HL1023;5;11;06/01/2020;1;338
HL1022;5;16;06/01/2020;5;257
HL1014;2;17;06/01/2020;2;480
HL1001;3;7;06/01/2020;1;794
HL1017;4;1;06/01/2020;5;359
HL1022;4;16;06/01/2020;4;570
HL1019;1;13;06/01/2020;1;714
HL1015;4;4;06/01/2020;2;433
HL1010;4;13;06/01/2020;4;356
HL1004;1;16;06/01/2020;2;369
HL1018;2;6;06/01/2020;2;559
HL1010;3;4;06/01/2020;3;315
HL1001;3;15;06/01/2020;1;124
HL1022;3;3;06/01/2020;5;3
HL1010;5;16;06/01/2020;5;186
HL1022;2;14;06/01/2020;2;402
HL1004;5;16;06/01/2020;1;799
HL1006;3;8;06/01/2020;1;781
HL1002;1;13;06/01/2020;3;90
HL1007;2;12;06/01/2020;2;815
HL1012;3;3;07/01/2020;1;470
HL1003;3;2;07/01/2020;4;395
HL1013;5;3;07/01/2020;3;699
HL1014;2;15;07/01/2020;3;514
HL1001;2;4;07/01/2020;4;663
HL1008;4;15;07/01/2020;5;126
HL1019;3;7;07/01/2020;5;526
HL1022;2;1;07/01/2020;4;103
HL1015;3;9;07/01/2020;4;196
HL1005;5;14;07/01/2020;3;13
HL1003;1;12;07/01/2020;3;774
HL1009;3;16;07/01/2020;5;113
HL1015;1;1;07/01/2020;3;585
HL1015;3;9;07/01/2020;4;353
HL1017;3;15;07/01/2020;1;144
HL1004;3;12;07/01/2020;1;571
HL1019;1;10;07/01/2020;1;683
HL1007;3;10;07/01/2020;2;531
HL1005;3;11;07/01/2020;5;312
HL1003;5;7;07/01/2020;1;468
HL1005;1;9;07/01/2020;3;463
HL1020;5;2;07/01/2020;2;746
HL1023;3;7;07/01/2020;3;672
HL1012;3;16;07/01/2020;5;336
HL1009;4;11;07/01/2020;4;1
HL1002;5;1;07/01/2020;5;144
HL1013;4;6;07/01/2020;4;536
HL1004;2;1;07/01/2020;2;75
HL1013;1;16;07/01/2020;5;52
HL1004;3;3;07/01/2020;5;287
HL1014;3;6;07/01/2020;2;44
HL1007;5;17;07/01/2020;3;241
HL1024;3;2;07/01/2020;2;630
HL1003;1;6;07/01/2020;5;69
HL1001;2;5;07/01/2020;5;329
HL1007;5;9;07/01/2020;4;601
HL1014;3;9;07/01/2020;5;79
HL1016;1;9;07/01/2020;3;597
HL1009;2;14;08/01/2020;1;60
HL1015;5;3;08/01/2020;1;656
HL1017;3;16;08/01/2020;1;308
HL1016;5;15;08/01/2020;3;627
HL1006;3;14;08/01/2020;5;501
HL1003;4;14;08/01/2020;1;369
HL1006;2;7;08/01/2020;1;519
HL1002;3;14;08/01/2020;3;715
HL1002;1;11;08/01/2020;3;263
HL1020;5;17;08/01/2020;4;147
HL1001;5;4;08/01/2020;3;32
HL1009;2;1;08/01/2020;2;783
HL1015;1;2;08/01/2020;5;756
HL1021;2;10;08/01/2020;3;189
HL1010;4;1;08/01/2020;1;264
HL1023;3;13;08/01/2020;5;422
HL1005;3;8;08/01/2020;2;352
HL1019;4;3;08/01/2020;5;677
HL1002;3;10;08/01/2020;4;812
HL1011;2;2;08/01/2020;3;331
HL1018;4;7;08/01/2020;3;377
HL1021;1;17;08/01/2020;5;687
HL1023;3;7;08/01/2020;5;781
HL1010;5;15;08/01/2020;2;615
HL1003;2;15;08/01/2020;3;628
HL1022;1;4;08/01/2020;4;161
HL1023;5;3;08/01/2020;2;622
HL1023;3;9;08/01/2020;4;198
HL1022;2;3;08/01/2020;4;424
HL1014;3;17;08/01/2020;4;247
HL1013;1;10;08/01/2020;2;16
HL1023;2;7;09/01/2020;5;277
HL1019;2;12;09/01/2020;5;653
HL1007;1;6;09/01/2020;4;135
HL1011;1;10;09/01/2020;1;241
HL1017;4;11;09/01/2020;2;159
HL1011;2;13;09/01/2020;5;137
HL1023;3;6;09/01/2020;3;312
HL1014;3;3;09/01/2020;1;12
HL1005;3;14;09/01/2020;1;266
HL1008;2;9;09/01/2020;3;712
HL1023;2;14;09/01/2020;5;803
HL1008;5;15;09/01/2020;3;647
HL1016;5;10;09/01/2020;3;682
HL1016;4;7;09/01/2020;5;8
HL1015;5;4;09/01/2020;3;295
HL1012;5;16;09/01/2020;2;612
HL1001;1;13;09/01/2020;2;637
HL1017;4;3;09/01/2020;3;50
HL1013;2;5;09/01/2020;4;32
HL1017;1;7;09/01/2020;3;633
HL1013;2;3;09/01/2020;3;247
HL1019;2;16;09/01/2020;3;19
HL1022;4;13;09/01/2020;3;339
HL1006;5;15;09/01/2020;2;96
HL1004;4;2;09/01/2020;3;565
HL1005;4;8;09/01/2020;4;513
HL1023;4;13;09/01/2020;5;550
HL1013;3;16;09/01/2020;5;28
HL1023;5;17;09/01/2020;5;447
HL1004;4;6;09/01/2020;2;250
HL1023;2;16;09/01/2020;4;24
HL1014;1;10;09/01/2020;4;524
HL1016;3;11;09/01/2020;1;710
HL1010;2;2;09/01/2020;5;651
HL1024;2;3;09/01/2020;2;630
HL1017;2;15;09/01/2020;5;632
HL1004;2;17;09/01/2020;2;711
HL1012;4;11;09/01/2020;2;213
HL1013;3;12;09/01/2020;2;131
HL1007;2;14;09/01/2020;5;423
HL1017;2;10;09/01/2020;4;248
HL1015;2;14;09/01/2020;4;479
HL1014;1;1;09/01/2020;3;6
HL1024;1;1;09/01/2020;1;817
HL1006;5;6;09/01/2020;4;629
HL1008;5;4;10/01/2020;3;88
HL1013;4;17;10/01/2020;2;5
HL1023;2;15;10/01/2020;4;63
HL1023;4;13;10/01/2020;3;325
HL1015;3;3;10/01/2020;5;150
HL1002;5;2;10/01/2020;4;385
HL1005;2;2;10/01/2020;1;517
HL1012;2;17;10/01/2020;1;338
HL1023;5;9;10/01/2020;4;137
HL1015;4;16;10/01/2020;5;267
HL1019;5;17;10/01/2020;5;187
HL1021;3;1;10/01/2020;2;354
HL1022;5;6;10/01/2020;4;329
HL1011;1;16;10/01/2020;5;127
HL1016;3;11;10/01/2020;3;422
HL1013;2;15;10/01/2020;1;490
HL1013;1;15;10/01/2020;3;314
HL1024;1;17;10/01/2020;5;281
HL1007;5;6;10/01/2020;4;343
HL1003;3;8;10/01/2020;3;346
HL1003;1;3;10/01/2020;1;807
HL1022;1;16;10/01/2020;2;721
HL1011;1;1;10/01/2020;3;617
HL1019;4;17;10/01/2020;2;189
HL1005;2;4;10/01/2020;1;327
HL1018;1;13;10/01/2020;2;3
HL1022;1;8;10/01/2020;2;98
HL1024;1;4;10/01/2020;1;629
HL1022;1;13;10/01/2020;1;534
HL1019;4;10;11/01/2020;3;663
HL1003;5;8;11/01/2020;2;736
HL1007;2;16;11/01/2020;3;800
HL1003;1;11;11/01/2020;3;336
HL1016;1;4;11/01/2020;2;289
HL1018;5;10;11/01/2020;4;809
HL1010;4;2;11/01/2020;3;85
HL1018;3;11;11/01/2020;3;458
HL1014;3;5;11/01/2020;3;300
HL1021;4;9;11/01/2020;4;500
HL1005;3;13;11/01/2020;3;101
HL1017;3;7;11/01/2020;4;307
HL1018;4;15;11/01/2020;3;241
HL1006;2;8;11/01/2020;3;81
HL1014;5;4;11/01/2020;2;237
HL1001;4;14;11/01/2020;3;81
HL1009;2;6;11/01/2020;3;54
HL1003;4;11;11/01/2020;2;246
HL1008;5;12;11/01/2020;5;739
HL1005;5;15;11/01/2020;1;89
HL1012;1;6;11/01/2020;4;606
HL1014;5;11;11/01/2020;4;344
HL1023;5;13;11/01/2020;1;187
HL1003;5;15;11/01/2020;5;53
HL1023;5;6;11/01/2020;5;470
HL1006;2;17;11/01/2020;1;12
HL1017;1;10;11/01/2020;5;91
HL1004;1;2;11/01/2020;1;607
HL1002;3;5;11/01/2020;5;538
HL1006;5;2;11/01/2020;4;311
HL1014;2;9;11/01/2020;3;157
HL1009;5;9;11/01/2020;2;531
HL1002;3;14;11/01/2020;4;794
HL1014;4;1;11/01/2020;1;620
HL1018;4;3;11/01/2020;1;736
HL1008;2;16;12/01/2020;4;729
HL1005;1;1;12/01/2020;3;319
HL1021;3;17;12/01/2020;3;33
HL1013;3;13;12/01/2020;4;566
HL1019;3;17;12/01/2020;2;248
HL1016;4;16;12/01/2020;4;782
HL1010;2;9;12/01/2020;3;720
HL1007;3;10;12/01/2020;4;194
HL1013;2;11;12/01/2020;4;173
HL1008;5;11;12/01/2020;3;144
HL1017;4;4;12/01/2020;4;548
HL1002;1;6;12/01/2020;1;248
HL1012;2;7;12/01/2020;4;346
HL1004;4;11;12/01/2020;1;80
HL1012;2;5;12/01/2020;5;796
HL1024;5;1;12/01/2020;1;772
HL1002;3;1;12/01/2020;4;584
HL1003;4;2;12/01/2020;5;807
HL1009;1;10;12/01/2020;1;624
HL1020;1;2;12/01/2020;3;354
HL1019;5;7;12/01/2020;2;574
HL1010;3;14;12/01/2020;5;22
HL1002;5;7;12/01/2020;1;666
HL1015;1;8;12/01/2020;2;551
HL1014;5;1;12/01/2020;1;371
HL1010;5;10;12/01/2020;3;156
HL1003;4;13;12/01/2020;1;785
HL1024;5;16;12/01/2020;5;221
HL1022;4;9;12/01/2020;2;639
HL1007;2;4;12/01/2020;3;504
HL1009;4;16;12/01/2020;5;576
HL1015;2;14;12/01/2020;5;492
HL1023;5;8;12/01/2020;5;743
HL1004;5;15;12/01/2020;5;173
HL1010;3;16;12/01/2020;4;365
HL1020;3;16;12/01/2020;3;528
HL1010;2;13;13/01/2020;1;740
HL1016;4;2;13/01/2020;5;409
HL1004;4;16;13/01/2020;3;429
HL1015;5;7;13/01/2020;1;217
HL1011;1;11;13/01/2020;4;756
HL1007;3;10;13/01/2020;2;72
HL1003;1;11;13/01/2020;4;93
HL1005;4;8;13/01/2020;3;651
HL1014;5;7;13/01/2020;3;294
HL1019;2;3;13/01/2020;3;763
HL1019;3;8;13/01/2020;1;168
HL1002;2;6;13/01/2020;5;292
HL1001;3;12;13/01/2020;5;51
HL1015;4;2;13/01/2020;1;322
HL1004;4;14;13/01/2020;2;448
HL1004;4;17;13/01/2020;2;27
HL1002;1;6;13/01/2020;4;269
HL1016;1;17;13/01/2020;3;586
HL1022;3;12;13/01/2020;5;655
HL1001;1;14;13/01/2020;3;237
HL1021;2;11;13/01/2020;3;724
HL1010;2;17;13/01/2020;4;78
HL1004;3;10;13/01/2020;3;584
HL1010;2;2;13/01/2020;3;600
HL1022;5;13;13/01/2020;4;669
HL1021;4;17;13/01/2020;4;249
HL1012;3;12;14/01/2020;5;66
HL1014;5;12;14/01/2020;4;444
HL1018;2;3;14/01/2020;2;59
HL1003;2;15;14/01/2020;5;377
HL1017;3;3;14/01/2020;5;139
HL1001;1;9;14/01/2020;2;315
HL1024;4;5;14/01/2020;5;86
HL1006;1;8;14/01/2020;3;705
HL1012;1;15;14/01/2020;5;812
HL1005;4;10;14/01/2020;4;664
HL1019;2;9;14/01/2020;2;465
HL1021;5;13;14/01/2020;1;188
HL1004;5;9;14/01/2020;5;279
HL1021;2;12;14/01/2020;1;671
HL1024;2;13;14/01/2020;4;244
HL1016;4;3;14/01/2020;3;617
HL1018;4;11;14/01/2020;1;595
HL1009;1;14;14/01/2020;4;109
HL1019;1;13;14/01/2020;5;297
HL1012;5;1;14/01/2020;2;565
HL1015;4;17;14/01/2020;1;715
HL1010;4;16;14/01/2020;2;781
HL1022;3;12;14/01/2020;3;681
HL1023;2;12;14/01/2020;2;772
HL1005;3;3;14/01/2020;2;806
HL1022;2;4;14/01/2020;5;60
HL1016;4;6;14/01/2020;5;227
HL1020;3;8;14/01/2020;1;602
HL1002;1;17;14/01/2020;3;254
HL1010;4;3;14/01/2020;4;624
HL1007;2;10;14/01/2020;2;120
HL1017;4;2;14/01/2020;4;26
HL1013;4;12;14/01/2020;5;66
HL1024;4;9;14/01/2020;1;480
HL1006;5;3;14/01/2020;2;529
HL1004;4;7;14/01/2020;2;317
HL1011;1;2;14/01/2020;4;436
HL1015;5;9;14/01/2020;1;41
HL1007;4;6;14/01/2020;1;465
HL1015;2;5;14/01/2020;2;56
HL1022;1;17;14/01/2020;4;528
HL1020;5;9;14/01/2020;2;552
HL1006;1;6;14/01/2020;2;774
HL1005;4;13;15/01/2020;3;613
HL1017;1;12;15/01/2020;2;583
HL1015;1;4;15/01/2020;5;90
HL1013;4;14;15/01/2020;4;210
HL1018;1;6;15/01/2020;5;146
HL1024;4;10;15/01/2020;5;3
HL1012;2;17;15/01/2020;2;395
HL1024;1;4;15/01/2020;2;224
HL1002;3;10;15/01/2020;1;482
HL1022;5;12;15/01/2020;3;597
HL1014;1;9;15/01/2020;4;487
HL1021;1;14;15/01/2020;1;600
HL1005;5;4;15/01/2020;2;50
HL1006;1;15;15/01/2020;2;600
HL1014;2;16;15/01/2020;3;183
HL1004;3;6;15/01/2020;1;346
HL1013;2;17;15/01/2020;5;451
HL1019;4;15;15/01/2020;1;802
HL1002;5;2;15/01/2020;3;753
HL1008;5;8;15/01/2020;1;217
HL1001;2;14;15/01/2020;2;329
HL1024;3;4;15/01/2020;5;180
HL1021;3;17;15/01/2020;2;248
HL1023;5;13;15/01/2020;5;758
HL1005;5;3;15/01/2020;5;123
HL1024;5;1;15/01/2020;2;617
HL1009;1;2;15/01/2020;2;7
HL1002;4;11;15/01/2020;5;808
HL1020;3;16;15/01/2020;4;137
HL1019;1;17;15/01/2020;2;798
HL1021;4;12;15/01/2020;3;244
HL1020;2;13;15/01/2020;4;345
HL1017;2;4;16/01/2020;1;253
HL1005;2;10;16/01/2020;5;50
HL1023;5;15;16/01/2020;2;90
HL1013;3;15;16/01/2020;4;182
HL1004;2;15;16/01/2020;4;123
HL1007;4;2;16/01/2020;4;304
HL1005;3;7;16/01/2020;2;42
HL1012;5;1;16/01/2020;3;743
HL1024;5;10;16/01/2020;5;434
HL1008;2;11;16/01/2020;4;58
HL1015;2;2;16/01/2020;3;820
HL1017;2;5;16/01/2020;1;510
HL1013;3;9;16/01/2020;2;808
HL1023;2;16;16/01/2020;3;686
HL1012;2;2;16/01/2020;2;152
HL1014;3;5;16/01/2020;2;788
HL1012;1;5;16/01/2020;4;614
HL1011;4;9;16/01/2020;5;44
HL1016;2;4;16/01/2020;2;484
HL1014;5;8;16/01/2020;5;356
HL1016;3;15;16/01/2020;2;336
HL1012;2;4;16/01/2020;5;677
HL1019;5;7;16/01/2020;3;605
HL1001;3;3;16/01/2020;4;140
HL1008;2;15;16/01/2020;4;448
HL1010;2;6;16/01/2020;2;301
HL1023;4;4;16/01/2020;1;351
HL1011;1;15;16/01/2020;1;217
HL1023;3;4;16/01/2020;1;728
HL1014;3;11;16/01/2020;3;341
HL1020;5;10;16/01/2020;5;327
HL1013;5;15;16/01/2020;1;134
HL1011;3;14;16/01/2020;3;582
HL1015;2;17;16/01/2020;5;302
HL1015;5;6;16/01/2020;4;468
HL1020;5;4;17/01/2020;5;257
HL1015;4;13;17/01/2020;2;43
HL1012;4;17;17/01/2020;5;175
HL1015;4;6;17/01/2020;5;749
HL1006;3;9;17/01/2020;2;23
HL1001;1;1;17/01/2020;2;618
HL1010;3;6;17/01/2020;1;588
HL1008;2;14;17/01/2020;5;47
HL1007;1;7;17/01/2020;1;128
HL1023;2;1;17/01/2020;1;177
HL1016;4;12;17/01/2020;4;703
HL1016;4;10;17/01/2020;4;438
HL1006;5;8;17/01/2020;1;710
HL1015;4;7;17/01/2020;1;807
HL1021;5;9;17/01/2020;5;505
HL1012;2;11;17/01/2020;3;282
HL1012;3;13;17/01/2020;3;560
HL1016;1;10;17/01/2020;4;685
HL1010;1;14;17/01/2020;5;817
HL1005;3;13;17/01/2020;3;386
HL1001;5;15;17/01/2020;2;188
HL1004;5;12;17/01/2020;4;2
HL1007;5;6;17/01/2020;4;134
HL1023;5;15;17/01/2020;2;17
HL1008;3;9;17/01/2020;5;457
HL1004;5;16;17/01/2020;3;412
HL1019;4;2;17/01/2020;1;487
HL1019;3;15;17/01/2020;3;322
HL1004;5;7;17/01/2020;3;746
HL1001;5;5;17/01/2020;5;664
HL1022;2;7;17/01/2020;4;806
HL1022;2;4;17/01/2020;4;94
HL1011;1;4;17/01/2020;4;614
HL1002;3;11;17/01/2020;1;326
HL1022;3;3;17/01/2020;2;740
HL1004;1;10;17/01/2020;3;694
HL1017;2;9;17/01/2020;4;419
HL1003;2;4;17/01/2020;1;185
HL1021;2;1;17/01/2020;2;220
HL1011;3;14;18/01/2020;4;638
HL1010;4;12;18/01/2020;4;228
HL1014;5;3;18/01/2020;3;83
HL1007;1;5;18/01/2020;1;385
HL1011;3;9;18/01/2020;2;577
HL1021;2;5;18/01/2020;4;3
HL1018;1;7;18/01/2020;2;353
HL1002;2;14;18/01/2020;4;583
HL1008;4;17;18/01/2020;4;83
HL1014;4;3;18/01/2020;2;84
HL1016;3;14;18/01/2020;3;821
HL1018;2;15;18/01/2020;4;527
HL1008;4;16;18/01/2020;4;465
HL1024;4;9;18/01/2020;4;288
HL1023;3;4;18/01/2020;2;635
HL1024;4;15;18/01/2020;3;604
HL1015;2;11;18/01/2020;3;770
HL1013;4;3;18/01/2020;1;693
HL1003;2;2;18/01/2020;1;74
HL1020;4;4;18/01/2020;5;123
HL1007;4;8;18/01/2020;2;583
HL1014;5;11;18/01/2020;5;340
HL1014;2;15;18/01/2020;3;680
HL1001;3;8;18/01/2020;3;725
HL1008;5;1;18/01/2020;4;407
HL1014;4;11;18/01/2020;4;447
HL1014;5;14;18/01/2020;5;650
HL1005;4;10;18/01/2020;1;611
HL1002;3;5;18/01/2020;3;327
HL1022;4;15;18/01/2020;4;461
HL1005;5;13;18/01/2020;3;203
HL1005;5;14;18/01/2020;5;345
HL1011;3;16;18/01/2020;5;344
HL1002;2;11;19/01/2020;1;822
HL1003;5;17;19/01/2020;5;597
HL1007;5;4;19/01/2020;4;774
HL1004;5;1;19/01/2020;4;152
HL1013;1;17;19/01/2020;4;197
HL1001;2;3;19/01/2020;3;461
HL1018;4;11;19/01/2020;5;276
HL1021;4;11;19/01/2020;3;243
HL1007;2;12;19/01/2020;2;792
HL1016;5;1;19/01/2020;3;167
HL1003;3;9;19/01/2020;4;75
HL1006;1;6;19/01/2020;5;571
HL1009;5;4;19/01/2020;1;60
HL1003;2;8;19/01/2020;2;165
HL1020;4;16;19/01/2020;1;435
HL1020;5;1;19/01/2020;1;29
HL1001;2;2;19/01/2020;1;390
HL1006;4;12;19/01/2020;1;122
HL1009;5;13;19/01/2020;3;769
HL1012;4;10;19/01/2020;2;93
HL1023;5;8;19/01/2020;2;700
HL1011;3;11;19/01/2020;3;735
HL1017;1;5;19/01/2020;4;808
HL1023;1;6;19/01/2020;3;528
HL1022;5;2;19/01/2020;4;327
HL1002;3;6;19/01/2020;4;83
HL1015;4;2;19/01/2020;1;786
HL1022;4;10;19/01/2020;3;257
HL1007;5;4;19/01/2020;3;289
HL1011;3;4;19/01/2020;5;638
HL1023;1;4;19/01/2020;2;557
HL1015;5;3;19/01/2020;4;740
HL1011;2;9;19/01/2020;2;383
HL1012;5;11;19/01/2020;4;89
HL1014;5;11;19/01/2020;1;753
HL1019;1;1;19/01/2020;2;2
HL1022;2;3;19/01/2020;1;213
HL1018;1;9;19/01/2020;4;786
HL1021;4;8;19/01/2020;2;129
HL1009;4;7;19/01/2020;1;296
HL1018;4;6;19/01/2020;4;54
HL1009;2;5;19/01/2020;4;181
HL1013;4;14;19/01/2020;3;69
HL1024;3;12;20/01/2020;4;599
HL1011;2;10;20/01/2020;3;460
HL1011;5;5;20/01/2020;5;216
HL1010;3;14;20/01/2020;4;508
HL1014;4;15;20/01/2020;2;318
HL1021;4;4;20/01/2020;2;576
HL1016;4;6;20/01/2020;5;373
HL1011;4;8;20/01/2020;4;777
HL1017;5;17;20/01/2020;5;94
HL1007;1;14;20/01/2020;5;48
HL1021;2;13;20/01/2020;5;448
HL1022;2;7;20/01/2020;4;317
HL1005;2;15;20/01/2020;2;461
HL1011;5;9;20/01/2020;1;597
HL1013;2;4;20/01/2020;3;539
HL1008;3;13;20/01/2020;3;697
HL1015;4;12;20/01/2020;4;564
HL1020;3;8;20/01/2020;2;35
HL1023;1;10;20/01/2020;3;597
HL1019;3;9;20/01/2020;1;268
HL1012;5;5;20/01/2020;1;18
HL1003;1;16;20/01/2020;5;561
HL1018;4;9;20/01/2020;4;572
HL1023;5;11;20/01/2020;5;43
HL1012;4;8;20/01/2020;3;759
HL1008;3;4;20/01/2020;1;387
HL1008;2;5;20/01/2020;1;672
HL1021;1;7;20/01/2020;1;267
HL1002;4;14;20/01/2020;5;510
HL1020;5;15;20/01/2020;2;253
