SKU;Quantidade;ID_Loja;Data da Venda;ID_FormaPagamento;ID_Cliente
HL1298;3;4;07/01/2018;3;178
HL1140;2;17;07/01/2018;2;175
HL1237;2;7;07/01/2018;2;325
HL1081;3;8;07/01/2018;5;354
HL1152;5;4;07/01/2018;5;507
HL1084;2;17;07/01/2018;2;504
HL1271;2;2;07/01/2018;5;209
HL1118;5;3;07/01/2018;4;491
HL1062;3;6;07/01/2018;3;258
HL1148;3;10;07/01/2018;2;345
HL1042;1;4;08/01/2018;4;422
HL1058;3;17;08/01/2018;4;519
HL1151;2;10;08/01/2018;2;1
HL1155;4;2;08/01/2018;4;714
HL1283;3;13;08/01/2018;3;296
HL1015;4;5;08/01/2018;2;191
HL1168;3;6;08/01/2018;3;360
HL1300;4;14;08/01/2018;3;127
HL1069;5;7;08/01/2018;2;658
HL1029;1;15;08/01/2018;4;101
HL1146;3;1;08/01/2018;2;432
HL1249;5;6;08/01/2018;3;542
HL1132;1;16;08/01/2018;5;697
HL1027;2;12;08/01/2018;2;278
HL1163;4;1;08/01/2018;5;40
HL1190;2;11;08/01/2018;4;42
HL1101;1;13;08/01/2018;5;244
HL1096;2;7;08/01/2018;3;12
HL1082;1;6;08/01/2018;5;157
HL1196;3;8;08/01/2018;2;275
HL1262;3;14;08/01/2018;2;723
HL1125;4;3;08/01/2018;1;154
HL1110;2;11;08/01/2018;2;296
HL1256;4;17;08/01/2018;3;622
HL1186;5;17;08/01/2018;5;251
HL1076;3;5;08/01/2018;1;310
HL1193;4;1;08/01/2018;4;656
HL1037;3;2;08/01/2018;4;479
HL1037;2;2;08/01/2018;5;332
HL1110;3;11;08/01/2018;3;807
HL1125;3;4;08/01/2018;3;142
HL1164;1;3;08/01/2018;3;604
HL1006;5;4;08/01/2018;3;356
HL1159;4;2;08/01/2018;5;529
HL1125;5;3;08/01/2018;2;525
HL1245;1;16;09/01/2018;2;744
HL1154;2;9;09/01/2018;4;36
HL1228;4;7;09/01/2018;5;145
HL1032;5;13;09/01/2018;3;641
HL1104;5;11;09/01/2018;4;820
HL1128;1;14;09/01/2018;3;431
HL1295;1;6;09/01/2018;3;280
HL1259;2;16;09/01/2018;2;38
HL1258;5;6;09/01/2018;3;95
HL1190;2;14;09/01/2018;4;775
HL1032;1;8;09/01/2018;4;376
HL1161;3;5;09/01/2018;1;737
HL1171;1;12;09/01/2018;3;382
HL1235;1;2;09/01/2018;4;205
HL1273;2;17;09/01/2018;5;461
HL1134;3;9;09/01/2018;4;648
HL1013;3;1;09/01/2018;4;235
HL1284;5;13;09/01/2018;4;156
HL1051;4;17;09/01/2018;4;466
HL1118;2;12;09/01/2018;5;298
HL1274;1;12;09/01/2018;3;129
HL1093;1;10;09/01/2018;4;71
HL1158;5;11;09/01/2018;4;181
HL1288;1;12;09/01/2018;5;599
HL1141;2;15;09/01/2018;3;121
HL1004;2;14;09/01/2018;1;819
HL1261;4;15;09/01/2018;1;223
HL1130;4;16;09/01/2018;2;329
HL1170;1;1;09/01/2018;4;611
HL1027;1;4;09/01/2018;5;83
HL1229;4;10;09/01/2018;3;775
HL1062;5;3;09/01/2018;1;190
HL1017;5;16;09/01/2018;1;296
HL1246;2;11;09/01/2018;4;402
HL1042;3;15;09/01/2018;3;724
HL1259;4;5;09/01/2018;4;659
HL1261;2;4;09/01/2018;2;526
HL1258;1;14;09/01/2018;3;741
HL1024;4;1;09/01/2018;4;804
HL1014;4;16;10/01/2018;3;45
HL1267;4;3;10/01/2018;4;771
HL1002;3;9;10/01/2018;1;520
HL1175;2;5;10/01/2018;1;179
HL1067;1;14;10/01/2018;5;356
HL1130;1;15;10/01/2018;3;654
HL1078;5;3;10/01/2018;2;665
HL1162;5;14;10/01/2018;3;109
HL1010;5;1;10/01/2018;5;506
HL1108;2;2;10/01/2018;5;496
HL1257;3;3;10/01/2018;4;363
HL1290;3;9;10/01/2018;1;729
HL1193;4;1;10/01/2018;4;251
HL1023;1;11;10/01/2018;5;330
HL1077;5;6;10/01/2018;2;259
HL1059;2;16;10/01/2018;4;391
HL1192;2;11;10/01/2018;5;610
HL1006;1;4;10/01/2018;5;342
HL1220;3;4;10/01/2018;1;802
HL1221;4;8;10/01/2018;5;134
HL1079;4;8;10/01/2018;4;137
HL1045;5;11;10/01/2018;2;227
HL1058;5;14;10/01/2018;4;643
HL1255;4;14;10/01/2018;5;15
HL1032;3;5;10/01/2018;3;153
HL1227;3;7;10/01/2018;4;132
HL1025;3;6;10/01/2018;4;766
HL1305;1;7;10/01/2018;3;420
HL1001;3;6;10/01/2018;5;408
HL1026;5;8;10/01/2018;3;424
HL1160;2;10;11/01/2018;2;26
HL1163;2;4;11/01/2018;4;482
HL1140;3;1;11/01/2018;2;654
HL1010;3;17;11/01/2018;5;654
HL1005;2;13;11/01/2018;1;659
HL1176;3;17;11/01/2018;4;154
HL1088;3;2;11/01/2018;1;407
HL1204;3;6;11/01/2018;1;126
HL1041;2;9;11/01/2018;2;307
HL1092;3;9;11/01/2018;5;319
HL1238;1;4;11/01/2018;1;773
HL1018;4;17;11/01/2018;1;563
HL1138;2;17;11/01/2018;4;770
HL1061;3;15;11/01/2018;4;286
HL1300;5;8;11/01/2018;5;620
HL1153;3;14;11/01/2018;3;64
HL1164;3;3;11/01/2018;3;126
HL1125;1;4;11/01/2018;3;129
HL1196;4;2;11/01/2018;5;410
HL1067;4;2;11/01/2018;1;259
HL1038;1;9;11/01/2018;3;445
HL1244;3;12;11/01/2018;5;737
HL1147;4;16;11/01/2018;4;577
HL1065;2;10;11/01/2018;3;341
HL1142;2;14;11/01/2018;2;718
HL1308;3;8;11/01/2018;2;630
HL1151;1;1;11/01/2018;3;367
HL1248;2;12;11/01/2018;3;101
HL1181;2;2;11/01/2018;3;424
HL1081;3;12;11/01/2018;5;575
HL1312;2;11;11/01/2018;4;623
HL1055;1;8;11/01/2018;5;780
HL1102;5;15;11/01/2018;1;818
HL1255;2;10;12/01/2018;3;607
HL1310;2;15;12/01/2018;2;3
HL1109;1;11;12/01/2018;2;285
HL1309;5;1;12/01/2018;3;178
HL1205;2;12;12/01/2018;2;786
HL1239;1;5;12/01/2018;2;395
HL1190;4;10;12/01/2018;5;230
HL1245;4;13;12/01/2018;3;632
HL1252;2;2;12/01/2018;5;7
HL1138;5;1;12/01/2018;5;443
HL1053;4;9;12/01/2018;5;729
HL1196;1;2;12/01/2018;1;67
HL1010;2;17;12/01/2018;4;257
HL1184;5;3;12/01/2018;5;443
HL1312;4;17;12/01/2018;4;150
HL1197;2;2;12/01/2018;4;599
HL1141;3;3;12/01/2018;4;801
HL1125;5;1;12/01/2018;5;74
HL1013;1;2;12/01/2018;5;421
HL1070;3;9;12/01/2018;3;577
HL1121;2;1;12/01/2018;1;18
HL1214;1;4;12/01/2018;5;215
HL1036;3;17;12/01/2018;2;142
HL1030;5;9;12/01/2018;1;222
HL1066;3;11;12/01/2018;4;51
HL1109;3;12;13/01/2018;5;304
HL1310;1;3;13/01/2018;4;560
HL1110;1;4;13/01/2018;5;506
HL1214;2;2;13/01/2018;4;710
HL1154;1;16;13/01/2018;4;245
HL1117;1;6;13/01/2018;1;123
HL1286;1;11;13/01/2018;5;621
HL1305;3;1;13/01/2018;5;496
HL1306;3;16;13/01/2018;3;375
HL1174;5;9;13/01/2018;1;442
HL1048;4;1;13/01/2018;4;818
HL1047;2;16;13/01/2018;5;101
HL1177;5;4;13/01/2018;3;513
HL1308;5;16;13/01/2018;5;187
HL1140;4;14;13/01/2018;3;214
HL1114;1;12;13/01/2018;3;128
HL1063;2;17;13/01/2018;5;360
HL1114;2;6;13/01/2018;3;803
HL1087;2;7;13/01/2018;1;42
HL1106;3;5;13/01/2018;4;270
HL1310;1;13;13/01/2018;5;816
HL1299;2;2;13/01/2018;2;319
HL1292;3;11;13/01/2018;1;359
HL1150;4;3;13/01/2018;5;620
HL1050;3;17;13/01/2018;4;333
HL1020;3;7;13/01/2018;2;473
HL1122;2;6;13/01/2018;3;417
HL1121;5;3;13/01/2018;3;246
HL1017;2;6;13/01/2018;4;268
HL1014;3;14;13/01/2018;3;170
HL1170;4;11;13/01/2018;2;635
HL1172;2;5;13/01/2018;4;388
HL1230;2;8;13/01/2018;3;309
HL1083;2;17;13/01/2018;3;54
HL1137;4;9;13/01/2018;3;586
HL1271;5;1;13/01/2018;2;207
HL1015;3;16;13/01/2018;1;509
HL1289;4;17;13/01/2018;2;504
HL1106;4;3;13/01/2018;1;22
HL1003;4;1;13/01/2018;5;455
HL1077;2;7;14/01/2018;3;551
HL1153;2;1;14/01/2018;2;458
HL1153;1;14;14/01/2018;4;453
HL1187;2;16;14/01/2018;1;530
HL1260;3;16;14/01/2018;4;253
HL1241;2;10;14/01/2018;1;272
HL1050;1;6;14/01/2018;5;148
HL1119;1;9;14/01/2018;4;590
HL1010;3;7;14/01/2018;3;630
HL1263;3;10;14/01/2018;3;508
HL1216;2;9;14/01/2018;2;273
HL1172;1;15;14/01/2018;1;15
HL1178;5;13;14/01/2018;5;261
HL1241;4;5;14/01/2018;3;436
HL1083;1;13;14/01/2018;3;212
HL1099;1;5;14/01/2018;3;398
HL1109;2;5;14/01/2018;4;424
HL1234;2;4;14/01/2018;4;648
HL1218;5;13;14/01/2018;5;514
HL1096;2;13;14/01/2018;2;448
HL1100;5;17;14/01/2018;2;456
HL1151;3;12;14/01/2018;1;389
HL1182;4;10;14/01/2018;5;59
HL1101;4;9;14/01/2018;1;367
HL1131;4;15;14/01/2018;2;818
HL1221;2;10;14/01/2018;1;385
HL1207;1;4;14/01/2018;5;79
HL1018;3;11;14/01/2018;2;506
HL1192;3;10;14/01/2018;4;766
HL1088;5;2;14/01/2018;2;647
HL1189;3;14;15/01/2018;2;79
HL1263;1;15;15/01/2018;4;25
HL1141;3;2;15/01/2018;2;156
HL1240;5;14;15/01/2018;4;390
HL1215;3;3;15/01/2018;4;509
HL1129;5;12;15/01/2018;5;188
HL1090;2;9;15/01/2018;2;594
HL1009;2;8;15/01/2018;4;443
HL1063;2;2;15/01/2018;2;321
HL1259;3;2;15/01/2018;5;516
HL1177;2;11;15/01/2018;2;221
HL1224;4;11;15/01/2018;3;762
HL1006;5;10;15/01/2018;4;170
HL1264;3;16;15/01/2018;4;20
HL1068;5;7;15/01/2018;4;281
HL1245;3;15;15/01/2018;5;501
HL1250;2;15;15/01/2018;3;380
HL1194;2;15;15/01/2018;4;391
HL1186;5;3;15/01/2018;1;773
HL1206;2;6;15/01/2018;2;771
HL1199;5;12;15/01/2018;1;565
HL1017;2;10;15/01/2018;2;21
HL1159;5;9;15/01/2018;2;101
HL1225;2;13;15/01/2018;1;622
HL1285;3;4;15/01/2018;1;513
HL1093;5;4;15/01/2018;2;576
HL1154;1;4;15/01/2018;1;73
HL1069;1;5;15/01/2018;4;530
HL1050;4;8;15/01/2018;3;13
HL1023;4;6;15/01/2018;5;811
HL1273;3;10;15/01/2018;5;336
HL1186;4;5;15/01/2018;5;579
HL1085;4;2;15/01/2018;5;376
HL1140;4;4;15/01/2018;5;247
HL1168;5;9;15/01/2018;2;308
HL1154;5;4;15/01/2018;1;137
HL1001;1;17;15/01/2018;1;560
HL1267;3;1;16/01/2018;2;94
HL1086;4;4;16/01/2018;2;322
HL1098;2;5;16/01/2018;2;592
HL1280;1;14;16/01/2018;2;89
HL1269;3;9;16/01/2018;5;400
HL1233;1;3;16/01/2018;1;201
HL1274;3;1;16/01/2018;2;469
HL1304;4;8;16/01/2018;3;603
HL1280;1;4;16/01/2018;5;212
HL1015;1;17;16/01/2018;3;384
HL1242;3;2;16/01/2018;5;676
HL1105;4;3;16/01/2018;4;624
HL1033;2;16;16/01/2018;5;733
HL1235;1;16;16/01/2018;2;679
HL1120;2;11;16/01/2018;1;75
HL1167;1;14;16/01/2018;5;450
HL1290;1;3;16/01/2018;5;48
HL1230;2;13;16/01/2018;2;96
HL1231;5;15;16/01/2018;1;442
HL1101;5;17;16/01/2018;2;588
HL1244;3;14;16/01/2018;3;335
HL1143;4;9;16/01/2018;1;677
HL1031;3;15;16/01/2018;1;604
HL1004;1;1;16/01/2018;2;161
HL1106;2;7;16/01/2018;3;64
HL1197;4;8;16/01/2018;1;755
HL1062;1;1;16/01/2018;3;186
HL1207;3;9;16/01/2018;1;546
HL1145;1;13;16/01/2018;5;211
HL1290;3;11;16/01/2018;3;145
HL1233;1;16;17/01/2018;1;773
HL1029;5;11;17/01/2018;1;705
HL1052;3;16;17/01/2018;5;445
HL1304;5;5;17/01/2018;5;678
HL1169;3;15;17/01/2018;1;213
HL1043;1;12;17/01/2018;5;665
HL1134;5;1;17/01/2018;2;798
HL1046;4;17;17/01/2018;5;273
HL1208;5;11;17/01/2018;5;128
HL1087;2;10;17/01/2018;3;808
HL1177;5;7;17/01/2018;5;694
HL1201;5;16;17/01/2018;1;66
HL1289;1;6;17/01/2018;2;164
HL1143;2;7;17/01/2018;3;677
HL1063;2;1;17/01/2018;2;622
HL1053;2;2;17/01/2018;2;281
HL1211;1;5;17/01/2018;3;107
HL1143;4;7;17/01/2018;4;40
HL1157;1;8;17/01/2018;3;132
HL1019;3;4;17/01/2018;4;309
HL1301;3;1;17/01/2018;4;608
HL1027;2;1;17/01/2018;1;464
HL1046;1;11;17/01/2018;5;153
HL1245;5;12;17/01/2018;4;84
HL1016;3;1;17/01/2018;5;401
HL1119;1;6;17/01/2018;3;62
HL1147;3;7;17/01/2018;5;510
HL1272;5;7;17/01/2018;1;549
HL1308;3;7;18/01/2018;1;723
HL1059;5;7;18/01/2018;5;498
HL1287;5;1;18/01/2018;1;358
HL1220;3;2;18/01/2018;5;469
HL1155;3;7;18/01/2018;5;216
HL1197;1;4;18/01/2018;2;326
HL1165;5;17;18/01/2018;3;708
HL1194;5;17;18/01/2018;1;130
HL1185;3;4;18/01/2018;4;597
HL1161;5;8;18/01/2018;1;284
HL1265;4;1;18/01/2018;2;377
HL1221;5;17;18/01/2018;4;313
HL1294;3;15;18/01/2018;3;122
HL1002;4;7;18/01/2018;4;71
HL1039;4;14;18/01/2018;2;712
HL1148;4;5;18/01/2018;3;467
HL1275;3;12;18/01/2018;5;8
HL1167;1;1;18/01/2018;3;232
HL1138;1;15;18/01/2018;3;800
HL1059;1;16;18/01/2018;3;610
HL1048;1;2;18/01/2018;1;531
HL1189;5;17;18/01/2018;3;372
HL1238;4;2;18/01/2018;2;537
HL1175;4;2;18/01/2018;5;586
HL1087;5;5;18/01/2018;1;108
HL1236;2;8;18/01/2018;4;331
HL1004;5;15;18/01/2018;5;192
HL1087;4;8;18/01/2018;3;523
HL1020;1;7;18/01/2018;5;200
HL1308;5;13;18/01/2018;5;419
HL1282;5;15;18/01/2018;3;25
HL1275;2;14;18/01/2018;2;551
HL1268;2;5;18/01/2018;3;22
HL1055;1;5;18/01/2018;2;799
HL1216;3;5;18/01/2018;3;237
HL1261;5;6;18/01/2018;5;710
HL1171;3;2;18/01/2018;3;284
HL1164;1;1;18/01/2018;5;531
HL1017;4;12;18/01/2018;2;449
HL1098;2;4;18/01/2018;3;9
HL1034;2;6;18/01/2018;2;381
HL1210;4;15;18/01/2018;3;171
HL1247;2;3;18/01/2018;3;292
HL1068;3;6;19/01/2018;1;460
HL1181;5;12;19/01/2018;1;219
HL1009;1;5;19/01/2018;3;149
HL1020;5;11;19/01/2018;5;343
HL1096;3;16;19/01/2018;3;446
HL1166;5;12;19/01/2018;2;144
HL1006;4;10;19/01/2018;5;371
HL1129;5;2;19/01/2018;4;104
HL1013;3;11;19/01/2018;3;315
HL1053;3;9;19/01/2018;2;122
HL1128;2;15;19/01/2018;3;239
HL1177;4;13;19/01/2018;1;150
HL1175;2;3;19/01/2018;5;722
HL1125;4;9;19/01/2018;3;481
HL1184;3;13;19/01/2018;4;7
HL1220;4;4;19/01/2018;4;237
HL1075;1;16;19/01/2018;5;303
HL1116;1;7;19/01/2018;1;58
HL1179;3;11;19/01/2018;5;245
HL1123;2;4;19/01/2018;3;782
HL1152;2;12;19/01/2018;4;775
HL1252;5;17;19/01/2018;4;610
HL1184;2;4;19/01/2018;4;144
HL1022;3;17;19/01/2018;4;782
HL1093;1;2;19/01/2018;3;600
HL1276;2;4;19/01/2018;3;18
HL1122;1;3;19/01/2018;5;459
HL1097;1;11;19/01/2018;4;470
HL1250;4;17;19/01/2018;3;58
HL1037;1;5;19/01/2018;1;1
HL1231;1;16;19/01/2018;5;690
HL1140;1;12;19/01/2018;4;93
HL1215;4;13;20/01/2018;3;172
HL1031;3;16;20/01/2018;1;567
HL1213;3;10;20/01/2018;4;820
HL1205;1;5;20/01/2018;2;149
HL1288;5;12;20/01/2018;1;768
HL1241;4;15;20/01/2018;2;476
HL1276;1;7;20/01/2018;5;472
HL1298;4;9;20/01/2018;1;687
HL1089;3;1;20/01/2018;2;275
HL1304;4;17;20/01/2018;1;260
HL1052;5;11;20/01/2018;2;773
HL1239;5;13;20/01/2018;2;126
HL1229;2;9;20/01/2018;4;237
HL1153;2;7;20/01/2018;1;216
HL1198;1;4;20/01/2018;5;257
HL1056;5;14;20/01/2018;5;536
HL1017;5;2;20/01/2018;1;592
HL1198;3;6;20/01/2018;3;555
HL1191;4;14;20/01/2018;5;294
HL1185;5;17;20/01/2018;5;255
HL1023;4;12;20/01/2018;1;212
HL1217;2;9;20/01/2018;3;309
HL1258;1;13;20/01/2018;4;675
HL1065;4;14;20/01/2018;5;670
HL1128;5;2;20/01/2018;1;282
HL1243;4;5;20/01/2018;5;523
HL1174;3;6;20/01/2018;4;354
HL1098;5;5;20/01/2018;3;122
HL1104;5;8;20/01/2018;4;257
HL1146;2;3;20/01/2018;4;401
HL1259;4;13;21/01/2018;1;1
HL1165;3;14;21/01/2018;4;569
HL1278;4;5;21/01/2018;2;121
HL1208;1;11;21/01/2018;3;589
HL1051;2;5;21/01/2018;3;220
HL1015;2;1;21/01/2018;2;307
HL1060;3;2;21/01/2018;1;548
HL1128;1;6;21/01/2018;5;494
HL1303;5;17;21/01/2018;5;624
HL1239;5;1;21/01/2018;2;817
HL1241;4;15;21/01/2018;1;322
HL1264;3;6;21/01/2018;2;665
HL1093;2;15;21/01/2018;5;120
HL1298;1;2;21/01/2018;1;177
HL1138;4;14;21/01/2018;2;710
HL1020;5;1;21/01/2018;5;264
HL1058;4;2;21/01/2018;1;800
HL1098;3;6;21/01/2018;4;247
HL1112;2;12;21/01/2018;3;40
HL1087;1;4;21/01/2018;4;407
HL1052;4;9;21/01/2018;3;680
HL1225;4;2;21/01/2018;5;752
HL1294;1;8;21/01/2018;4;254
HL1266;5;5;21/01/2018;3;391
HL1289;3;1;21/01/2018;5;269
HL1272;3;12;21/01/2018;4;180
HL1148;1;16;21/01/2018;2;775
HL1217;5;11;21/01/2018;3;43
HL1035;5;17;21/01/2018;5;136
HL1191;1;12;21/01/2018;4;32
HL1263;3;8;21/01/2018;1;162
HL1257;2;5;21/01/2018;4;402
HL1142;1;13;21/01/2018;3;497
