SKU;Quantidade;ID_Loja;Data da Venda;ID_FormaPagamento;ID_Cliente
HL1008;5;11;19/07/2021;3;113
HL1009;1;1;19/04/2021;3;358
HL1015;5;8;03/11/2021;2;110
HL1007;5;8;21/06/2021;4;436
HL1019;3;5;21/08/2021;4;489
HL1018;4;11;18/01/2021;5;44
HL1013;5;8;19/05/2021;1;147
HL1017;3;7;17/07/2021;1;779
HL1007;4;15;27/04/2021;5;814
HL1023;3;15;07/02/2021;3;764
HL1019;3;8;16/05/2021;4;569
HL1005;5;17;25/03/2021;2;229
HL1020;5;16;28/09/2021;3;793
HL1004;5;10;02/12/2021;2;809
HL1013;3;15;15/03/2021;1;656
HL1003;3;12;09/02/2021;4;128
HL1021;3;9;05/10/2021;3;605
HL1007;5;10;27/09/2021;5;816
HL1007;4;10;09/03/2021;2;763
HL1015;2;3;08/03/2021;2;456
HL1002;1;12;17/11/2021;5;618
HL1015;2;9;03/09/2021;2;16
HL1022;4;10;04/12/2021;4;47
HL1024;4;6;04/07/2021;5;400
HL1009;4;11;07/05/2021;4;384
HL1011;4;5;23/07/2021;2;409
HL1024;3;15;04/09/2021;5;140
HL1024;5;7;25/06/2021;5;7
HL1021;2;13;05/04/2021;4;613
HL1021;1;3;03/07/2021;2;82
HL1007;1;11;09/08/2021;4;756
HL1001;2;5;19/05/2021;2;137
HL1014;4;8;19/07/2021;3;505
HL1021;2;10;09/04/2021;2;238
HL1020;4;15;04/02/2021;4;189
HL1005;1;8;04/03/2021;2;87
HL1006;5;1;10/08/2021;1;617
HL1012;3;14;08/04/2021;1;683
HL1013;5;9;10/01/2021;4;619
HL1013;5;3;24/07/2021;2;822
HL1016;4;16;19/09/2021;1;538
HL1014;4;7;18/05/2021;2;320
HL1012;2;7;20/04/2021;4;27
HL1018;4;4;09/06/2021;4;415
HL1007;1;12;01/07/2021;3;728
HL1008;3;9;21/06/2021;1;485
HL1018;2;4;21/08/2021;5;656
HL1013;2;1;03/06/2021;4;450
HL1019;2;11;23/08/2021;4;229
HL1004;5;9;06/05/2021;2;236
HL1003;4;4;18/05/2021;1;363
HL1006;1;10;01/06/2021;2;83
HL1006;1;10;12/09/2021;3;749
HL1020;1;14;26/05/2021;4;335
HL1019;5;15;17/07/2021;3;174
HL1002;3;3;16/05/2021;4;137
HL1012;5;1;06/08/2021;4;230
HL1024;4;8;03/02/2021;3;263
HL1004;1;15;02/05/2021;4;224
HL1004;1;8;04/06/2021;5;667
HL1009;2;6;17/02/2021;5;567
HL1014;1;11;27/07/2021;5;136
HL1016;5;5;14/07/2021;3;597
HL1006;5;16;01/08/2021;2;463
HL1018;2;10;25/12/2021;4;377
HL1021;3;16;12/03/2021;5;244
HL1006;4;13;01/12/2021;4;703
HL1014;2;16;13/09/2021;3;669
HL1001;3;11;17/03/2021;2;126
HL1010;5;4;10/09/2021;4;329
HL1007;5;3;26/05/2021;2;314
HL1024;3;16;22/02/2021;5;659
HL1018;2;5;18/10/2021;4;108
HL1012;5;2;05/04/2021;2;155
HL1014;1;5;18/07/2021;3;562
HL1012;2;10;09/04/2021;1;452
HL1009;3;4;23/03/2021;2;712
HL1023;2;9;05/12/2021;3;332
HL1020;4;15;23/10/2021;4;820
HL1024;2;16;06/04/2021;1;459
HL1005;5;2;18/10/2021;3;493
HL1022;5;2;19/05/2021;4;96
HL1014;4;16;10/04/2021;3;196
HL1022;2;15;28/04/2021;3;8
HL1006;3;11;10/12/2021;5;264
HL1024;5;17;15/06/2021;2;617
HL1016;5;4;05/11/2021;3;455
HL1016;2;9;14/09/2021;5;608
HL1003;5;1;07/08/2021;3;25
HL1019;5;6;26/05/2021;1;580
HL1008;1;9;08/07/2021;4;211
HL1004;1;13;13/05/2021;2;216
HL1001;3;16;01/11/2021;1;761
HL1005;1;10;25/04/2021;1;138
HL1017;2;4;14/08/2021;5;239
HL1024;2;8;10/01/2021;4;250
HL1004;2;5;26/05/2021;4;98
HL1013;1;8;11/10/2021;1;311
HL1016;1;12;19/11/2021;2;343
HL1021;1;12;07/04/2021;1;277
HL1017;3;8;19/09/2021;4;24
HL1004;5;2;21/10/2021;2;609
HL1014;3;12;13/08/2021;1;538
HL1001;2;5;10/03/2021;5;282
HL1003;4;16;23/12/2021;4;530
HL1015;3;2;09/03/2021;5;141
HL1018;2;16;06/10/2021;5;670
HL1010;3;10;09/04/2021;3;287
HL1006;1;17;15/12/2021;5;118
HL1014;1;12;14/01/2021;4;74
HL1013;5;6;28/09/2021;3;268
HL1003;3;12;08/08/2021;5;579
HL1008;1;7;10/05/2021;1;585
HL1002;3;9;23/04/2021;2;243
HL1023;2;13;17/09/2021;4;813
HL1006;5;9;02/03/2021;1;139
HL1018;1;6;21/06/2021;5;293
HL1020;3;11;24/11/2021;1;199
HL1009;1;5;25/09/2021;4;10
HL1014;5;14;12/10/2021;5;680
HL1010;3;11;17/03/2021;3;447
HL1011;4;4;24/06/2021;1;703
HL1012;4;3;26/07/2021;3;67
HL1003;2;10;27/02/2021;4;45
HL1003;1;12;03/09/2021;5;462
HL1016;2;13;18/07/2021;2;776
HL1007;2;14;04/06/2021;1;27
HL1014;1;11;27/10/2021;2;134
HL1017;4;4;24/02/2021;5;321
HL1024;4;15;20/09/2021;1;92
HL1002;2;11;24/06/2021;3;162
HL1003;2;16;17/12/2021;5;396
HL1012;4;13;28/04/2021;5;565
HL1020;3;1;11/11/2021;1;691
HL1013;2;5;02/01/2021;5;671
HL1023;4;14;01/09/2021;2;695
HL1023;3;5;13/08/2021;2;13
HL1014;5;5;05/06/2021;1;651
HL1013;5;1;19/09/2021;3;617
HL1016;3;9;25/06/2021;3;727
HL1017;2;2;23/07/2021;4;159
HL1007;5;6;09/07/2021;4;44
HL1016;2;5;21/02/2021;1;472
HL1021;3;1;04/06/2021;3;472
HL1024;3;7;27/06/2021;1;224
HL1021;1;2;22/11/2021;2;632
HL1020;4;12;10/07/2021;3;688
HL1003;4;17;02/08/2021;2;470
HL1013;5;3;01/04/2021;5;284
HL1023;5;3;06/08/2021;3;703
HL1008;4;7;25/02/2021;5;354
HL1023;3;9;19/02/2021;1;770
HL1013;5;11;08/06/2021;1;57
HL1008;3;11;22/03/2021;5;359
HL1021;5;16;07/08/2021;3;136
HL1024;3;17;03/03/2021;2;312
HL1007;2;3;10/06/2021;4;679
HL1018;2;5;11/09/2021;1;256
HL1006;4;4;05/06/2021;1;511
HL1022;5;2;22/03/2021;4;24
HL1004;5;16;18/02/2021;1;622
HL1002;3;11;17/07/2021;3;421
HL1009;5;4;15/12/2021;1;464
HL1010;2;5;11/05/2021;1;573
HL1011;3;5;21/12/2021;5;779
HL1019;3;2;02/04/2021;5;346
HL1021;4;5;18/06/2021;1;161
HL1020;2;12;18/04/2021;2;73
HL1014;3;1;03/08/2021;5;648
HL1002;5;4;01/03/2021;5;465
HL1018;5;8;24/05/2021;2;493
HL1014;2;4;10/04/2021;2;450
HL1012;5;17;18/07/2021;1;122
HL1021;4;3;24/08/2021;2;337
HL1002;1;13;16/10/2021;2;746
HL1014;4;5;21/08/2021;3;210
HL1013;2;1;20/04/2021;1;373
HL1014;4;7;27/11/2021;3;363
HL1002;3;2;16/09/2021;3;624
HL1019;2;17;27/08/2021;4;799
HL1020;2;6;10/09/2021;2;758
HL1017;2;8;03/12/2021;2;54
HL1021;1;17;27/11/2021;1;504
HL1020;4;12;09/07/2021;1;718
HL1006;1;2;01/09/2021;1;237
HL1003;4;3;14/06/2021;5;184
HL1017;3;13;03/04/2021;3;483
HL1004;1;9;16/05/2021;1;589
HL1019;4;17;24/09/2021;5;289
HL1008;4;1;10/09/2021;3;194
HL1005;2;5;16/09/2021;5;790
HL1023;4;10;20/02/2021;4;120
HL1001;2;5;28/08/2021;3;84
HL1005;4;5;04/04/2021;3;107
HL1002;4;17;13/01/2021;3;327
HL1005;3;7;21/11/2021;5;87
HL1011;1;13;10/02/2021;4;750
HL1012;4;12;22/11/2021;4;581
HL1020;3;9;02/05/2021;3;808
HL1015;1;12;15/10/2021;1;459
HL1019;2;9;17/09/2021;3;78
HL1011;5;16;04/01/2021;4;85
HL1002;2;16;19/08/2021;1;683
HL1007;4;12;26/01/2021;2;254
HL1016;1;3;18/02/2021;1;564
HL1012;5;2;01/11/2021;5;84
HL1013;1;4;10/06/2021;4;17
HL1009;5;2;04/06/2021;2;265
HL1009;5;3;10/08/2021;5;93
HL1019;1;15;03/11/2021;5;246
HL1006;1;10;23/07/2021;1;125
HL1020;3;14;11/10/2021;2;418
HL1010;4;14;09/11/2021;3;439
HL1005;4;11;10/09/2021;1;181
HL1016;2;11;28/03/2021;2;621
HL1017;3;4;24/12/2021;5;423
HL1005;5;4;19/08/2021;3;215
HL1005;5;12;18/07/2021;3;815
HL1005;1;6;28/09/2021;5;201
HL1006;3;10;04/10/2021;3;336
HL1008;3;1;02/08/2021;1;796
HL1004;5;3;25/12/2021;5;782
HL1018;2;8;20/09/2021;1;181
HL1005;4;12;16/07/2021;1;369
HL1014;2;17;04/07/2021;5;452
HL1021;2;8;22/12/2021;2;35
HL1007;2;14;15/03/2021;2;429
HL1013;5;3;10/11/2021;1;329
HL1006;5;10;15/11/2021;3;783
HL1018;1;9;22/08/2021;5;134
HL1022;3;17;28/04/2021;3;110
HL1021;5;13;12/03/2021;2;435
HL1015;2;10;19/08/2021;2;231
HL1022;2;16;23/05/2021;2;414
HL1003;2;17;25/10/2021;4;357
HL1018;5;12;14/01/2021;2;49
HL1019;3;7;20/09/2021;2;390
HL1004;2;12;20/08/2021;5;688
HL1003;5;9;11/04/2021;3;513
HL1009;5;9;19/10/2021;1;613
HL1015;2;17;15/11/2021;3;458
HL1022;4;10;23/07/2021;3;358
HL1006;3;14;23/08/2021;1;698
HL1017;5;1;12/08/2021;4;259
HL1014;2;2;04/05/2021;5;211
HL1014;2;11;01/06/2021;3;473
HL1003;5;15;04/12/2021;3;562
HL1018;2;11;26/07/2021;3;618
HL1020;3;11;10/09/2021;5;484
HL1011;2;3;05/09/2021;2;497
HL1024;4;16;19/11/2021;2;725
HL1022;2;13;20/11/2021;3;480
HL1016;3;1;07/11/2021;4;308
HL1017;1;15;23/04/2021;4;172
HL1022;1;10;03/10/2021;5;310
HL1005;1;5;16/06/2021;3;293
HL1017;1;16;23/12/2021;4;430
HL1015;1;9;08/11/2021;4;716
HL1019;2;11;13/06/2021;5;9
HL1010;5;17;01/02/2021;2;607
HL1008;3;9;22/05/2021;1;397
HL1009;5;1;04/07/2021;5;644
HL1008;2;12;04/01/2021;4;192
HL1004;5;9;13/10/2021;3;244
HL1022;3;2;01/07/2021;4;12
HL1018;4;13;06/05/2021;1;407
HL1001;1;4;16/10/2021;4;176
HL1020;4;2;22/04/2021;4;332
HL1011;4;12;12/06/2021;4;705
HL1006;3;14;02/01/2021;4;111
HL1016;2;2;02/06/2021;4;689
HL1004;4;10;11/04/2021;3;694
HL1002;5;14;28/07/2021;4;152
HL1006;1;1;20/11/2021;5;403
HL1012;3;5;06/09/2021;5;411
HL1018;2;16;11/11/2021;5;789
HL1023;5;17;03/02/2021;2;60
HL1016;2;17;25/01/2021;5;779
HL1001;5;10;09/11/2021;3;728
HL1023;5;4;26/03/2021;3;154
HL1018;3;13;13/09/2021;4;732
HL1016;4;17;14/09/2021;1;170
HL1006;4;13;03/05/2021;1;73
HL1016;4;1;27/07/2021;1;363
HL1023;4;14;01/08/2021;2;386
HL1010;5;5;09/02/2021;4;513
HL1010;3;7;25/01/2021;5;510
HL1017;3;1;13/06/2021;4;30
HL1018;5;11;19/12/2021;2;289
HL1015;1;13;10/06/2021;3;50
HL1024;4;13;10/09/2021;3;583
HL1024;3;16;04/08/2021;3;207
HL1013;5;11;09/08/2021;5;640
HL1018;1;9;13/11/2021;5;639
HL1014;3;2;10/08/2021;5;149
HL1007;4;17;14/10/2021;4;96
HL1018;3;12;23/03/2021;2;158
HL1003;4;16;26/11/2021;4;271
HL1024;2;11;05/12/2021;2;672
HL1018;1;8;03/07/2021;1;644
HL1017;3;11;09/06/2021;3;507
HL1003;1;10;26/10/2021;4;151
HL1006;4;2;14/06/2021;5;212
HL1020;4;10;11/03/2021;2;732
HL1022;1;17;17/03/2021;5;557
HL1019;1;16;08/05/2021;2;270
HL1021;2;11;23/01/2021;4;271
HL1011;3;4;27/02/2021;5;142
HL1007;3;1;14/02/2021;1;216
HL1002;1;12;22/07/2021;4;66
HL1009;2;14;09/12/2021;3;168
HL1014;3;4;08/09/2021;1;693
HL1016;3;16;27/12/2021;2;355
HL1014;4;14;05/10/2021;1;403
HL1002;4;6;13/06/2021;5;747
HL1010;3;3;28/04/2021;2;473
HL1002;1;5;27/12/2021;2;136
HL1015;5;11;25/01/2021;5;463
HL1016;3;10;17/07/2021;5;463
HL1017;1;4;12/08/2021;4;97
HL1016;4;3;04/04/2021;3;291
HL1008;5;17;18/10/2021;3;653
HL1013;4;17;16/08/2021;2;752
HL1015;4;12;27/08/2021;4;71
HL1008;2;15;10/11/2021;2;675
HL1010;1;11;16/09/2021;5;763
HL1006;2;4;09/11/2021;5;783
HL1011;4;9;03/09/2021;1;728
HL1021;1;17;23/08/2021;2;497
HL1023;1;2;15/09/2021;2;335
HL1015;5;9;09/04/2021;5;258
HL1002;5;14;25/08/2021;3;671
HL1009;4;1;13/09/2021;5;587
HL1015;4;6;15/03/2021;2;193
HL1003;1;1;12/06/2021;2;169
HL1013;2;5;14/04/2021;3;79
HL1021;2;15;01/04/2021;2;444
HL1023;4;12;19/01/2021;1;204
HL1013;4;13;06/11/2021;1;203
HL1024;5;14;04/12/2021;5;146
HL1014;1;17;20/05/2021;1;441
HL1010;5;10;06/07/2021;1;500
HL1002;4;13;22/08/2021;2;336
HL1001;4;12;04/05/2021;5;718
HL1014;1;3;20/12/2021;1;355
HL1005;3;6;26/09/2021;5;595
HL1008;1;7;25/12/2021;2;764
HL1023;1;9;16/09/2021;3;533
HL1016;3;13;05/02/2021;1;437
HL1022;3;15;14/08/2021;2;251
HL1002;1;15;24/12/2021;2;380
HL1010;4;5;21/08/2021;4;277
HL1004;5;8;23/11/2021;2;413
HL1005;1;9;28/10/2021;5;104
HL1022;2;5;07/01/2021;5;139
HL1014;2;12;07/02/2021;2;7
HL1024;3;14;05/11/2021;3;335
HL1007;2;15;18/01/2021;4;721
HL1004;5;12;26/10/2021;3;663
HL1009;1;14;25/03/2021;3;242
HL1011;1;9;21/09/2021;4;269
HL1017;5;14;01/05/2021;2;470
HL1017;3;3;19/06/2021;4;188
HL1007;5;14;10/10/2021;4;756
HL1018;3;13;17/12/2021;5;496
HL1015;1;4;17/11/2021;2;293
HL1021;4;15;07/05/2021;1;474
HL1018;4;17;13/05/2021;4;668
HL1017;3;14;04/06/2021;3;260
HL1018;2;2;11/07/2021;4;49
HL1024;1;5;11/09/2021;4;571
HL1007;3;12;18/11/2021;2;340
HL1024;5;6;11/11/2021;2;672
HL1024;5;15;28/07/2021;4;354
HL1001;1;15;07/08/2021;5;349
HL1016;4;15;16/02/2021;2;424
HL1024;5;7;27/02/2021;3;5
HL1015;4;4;11/09/2021;5;436
HL1013;2;6;20/06/2021;5;28
HL1015;1;11;12/04/2021;3;70
HL1019;3;5;06/11/2021;1;293
HL1012;1;12;27/04/2021;2;549
HL1018;4;14;25/05/2021;4;518
HL1013;4;17;26/09/2021;2;760
HL1023;3;6;15/12/2021;1;437
HL1006;2;10;12/08/2021;2;352
HL1006;4;4;09/01/2021;1;276
HL1012;2;5;16/10/2021;3;625
HL1001;1;3;14/04/2021;2;233
HL1004;3;11;28/11/2021;5;152
HL1022;2;3;16/09/2021;2;292
HL1014;3;17;23/08/2021;2;750
HL1006;2;15;10/05/2021;4;49
HL1003;5;2;23/01/2021;5;349
HL1005;3;7;04/02/2021;5;428
HL1003;2;9;26/04/2021;2;753
HL1015;4;15;07/12/2021;5;465
HL1010;2;17;11/05/2021;5;387
HL1009;3;6;19/05/2021;4;672
HL1005;4;13;18/11/2021;1;730
HL1020;1;10;03/01/2021;4;579
HL1019;1;9;10/06/2021;5;146
HL1009;5;12;12/07/2021;5;282
HL1008;2;7;05/12/2021;4;673
HL1001;4;16;10/05/2021;1;760
HL1005;3;13;06/02/2021;5;697
HL1016;4;1;20/10/2021;3;549
HL1018;2;12;13/07/2021;4;154
HL1002;2;13;07/07/2021;5;113
HL1023;1;5;17/11/2021;1;614
HL1005;3;16;17/05/2021;1;275
HL1002;1;8;23/05/2021;1;232
HL1020;3;12;26/08/2021;4;360
HL1006;2;4;23/02/2021;2;740
HL1003;5;6;02/10/2021;4;681
HL1014;3;7;06/08/2021;1;361
HL1001;4;7;24/08/2021;4;312
HL1005;2;14;09/04/2021;3;788
HL1012;5;2;02/09/2021;2;228
HL1019;3;8;06/07/2021;5;517
HL1024;2;4;26/10/2021;3;186
HL1023;4;15;24/12/2021;2;652
HL1003;4;10;25/10/2021;4;139
HL1019;2;16;16/04/2021;5;412
HL1012;1;17;23/01/2021;1;710
HL1016;1;11;23/05/2021;5;541
HL1012;2;8;16/04/2021;4;258
HL1017;3;14;11/10/2021;3;729
HL1004;5;9;17/10/2021;5;792
HL1011;5;10;07/03/2021;1;326
HL1008;4;10;01/09/2021;4;409
HL1017;4;12;19/12/2021;3;543
HL1005;5;8;23/09/2021;3;375
HL1018;2;15;27/11/2021;5;555
HL1007;1;16;04/06/2021;3;30
HL1024;4;12;12/07/2021;1;52
HL1005;5;16;27/11/2021;2;318
HL1020;1;17;19/02/2021;4;670
HL1012;3;10;06/08/2021;2;448
HL1008;5;9;27/05/2021;4;400
HL1022;2;14;14/07/2021;3;462
HL1012;3;15;22/01/2021;2;61
HL1011;5;1;14/06/2021;4;804
HL1010;4;14;28/02/2021;3;366
HL1016;3;17;08/03/2021;2;119
HL1014;3;9;19/07/2021;5;652
HL1012;5;15;28/10/2021;3;468
HL1012;4;6;08/05/2021;5;241
HL1017;4;4;06/05/2021;2;788
HL1013;5;15;06/08/2021;2;769
HL1013;3;12;14/05/2021;2;91
HL1016;3;8;19/11/2021;3;777
HL1021;4;7;24/04/2021;5;409
HL1003;2;13;12/03/2021;4;249
HL1024;3;17;16/08/2021;5;717
HL1015;5;7;22/06/2021;4;51
HL1024;2;3;23/04/2021;3;68
HL1001;1;2;10/01/2021;2;184
HL1011;1;11;04/11/2021;2;397
HL1019;2;13;08/12/2021;2;46
HL1002;3;11;18/12/2021;5;645
HL1020;2;5;22/03/2021;4;28
HL1020;4;1;14/07/2021;3;492
HL1009;3;3;09/07/2021;1;445
HL1023;5;4;21/09/2021;2;8
HL1003;1;15;13/05/2021;1;199
HL1009;2;6;15/05/2021;2;737
HL1015;1;14;25/12/2021;1;482
HL1014;1;8;27/12/2021;1;434
HL1017;5;15;13/07/2021;5;24
HL1007;4;16;27/02/2021;3;759
HL1006;2;11;17/04/2021;3;318
HL1004;1;5;23/07/2021;5;372
HL1016;5;15;18/03/2021;3;793
HL1020;4;15;17/08/2021;3;416
HL1013;4;15;28/05/2021;1;322
HL1007;3;8;28/07/2021;1;169
HL1003;2;5;04/04/2021;1;476
HL1017;2;7;10/06/2021;3;16
HL1023;1;8;25/09/2021;1;23
HL1007;3;4;17/08/2021;5;129
HL1019;4;1;17/02/2021;3;759
HL1024;4;12;27/07/2021;4;174
HL1008;3;1;23/10/2021;5;428
HL1009;2;14;08/06/2021;3;582
HL1013;1;13;14/12/2021;2;790
HL1020;5;10;15/02/2021;1;779
HL1024;4;14;26/08/2021;5;532
HL1003;5;1;23/01/2021;3;777
HL1007;1;10;06/04/2021;2;784
HL1017;5;1;28/07/2021;1;762
HL1023;1;4;16/08/2021;4;504
HL1019;2;15;17/12/2021;3;516
HL1013;5;17;20/06/2021;4;182
HL1015;2;17;10/06/2021;5;20
HL1015;2;4;28/09/2021;2;710
HL1020;3;16;25/04/2021;4;490
HL1018;4;7;23/06/2021;5;635
HL1005;3;12;23/07/2021;3;489
HL1009;4;16;11/02/2021;3;377
HL1018;3;17;04/10/2021;2;298
HL1010;4;4;12/06/2021;2;687
HL1010;5;4;05/02/2021;2;284
HL1024;2;12;03/11/2021;4;348
HL1003;4;7;15/04/2021;1;76
HL1004;3;5;08/01/2021;1;736
HL1019;2;1;19/05/2021;3;377
HL1022;2;15;26/08/2021;3;145
HL1007;1;15;11/06/2021;5;95
HL1003;5;15;14/07/2021;4;626
HL1022;5;4;20/02/2021;5;779
HL1009;3;6;13/01/2021;1;551
HL1003;3;8;22/08/2021;4;469
HL1015;4;3;23/07/2021;4;543
HL1023;3;7;06/03/2021;5;316
HL1005;1;13;26/05/2021;4;169
HL1011;5;8;07/10/2021;2;235
HL1015;4;12;02/10/2021;3;124
HL1005;1;10;26/12/2021;5;317
HL1016;2;16;08/09/2021;1;315
